,rank,artist_names,track_name,peak_rank,weeks_on_chart,streams,país
1202,2,"J Balvin, Maria Becerra",Qué Más Pues?,2,6,3613767,Argentina_limpio.csv
1203,3,"BANDIDO, Duki, Rei, Tiago PZK","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",3,4,3376360,Argentina_limpio.csv
1204,4,Rauw Alejandro,Todo De Ti,1,7,3107933,Argentina_limpio.csv
1205,5,Bad Bunny,Yonaguni,3,5,2799169,Argentina_limpio.csv
1206,6,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,7,2,2434546,Argentina_limpio.csv
1207,7,"TINI, Maria Becerra",Miénteme,1,10,2286697,Argentina_limpio.csv
1208,8,"Maria Becerra, Tiago PZK",Cazame,6,4,2048616,Argentina_limpio.csv
1209,9,"FMK, Tiago PZK, LIT killah, Rusherking",YO SE QUE TU (feat. Rusherking),4,8,1832768,Argentina_limpio.csv
1210,10,"Sebastian Yatra, Myke Towers",Pareja Del Año,2,12,1595986,Argentina_limpio.csv
1211,11,"Wisin, Jhayco, Anuel AA, Los Legendarios, Myke Towers",Fiel - Remix,12,3,1528309,Argentina_limpio.csv
1212,12,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",Poblado - Remix,13,3,1432690,Argentina_limpio.csv
1213,13,"KHEA, Maria Becerra",Te Necesito,3,8,1427957,Argentina_limpio.csv
1214,14,Måneskin,Beggin',15,4,1391483,Argentina_limpio.csv
1215,15,"Rauw Alejandro, Mr. Naisgai",2/Catorce,7,13,1352254,Argentina_limpio.csv
1216,16,"Bruno LC, Blunted Vato, Mesita",BLUNTED 5 - Remix,14,9,1242383,Argentina_limpio.csv
1217,17,"Bizarrap, Eladio Carrion","Eladio Carrion: Bzrp Music Sessions, Vol. 40",8,5,1190299,Argentina_limpio.csv
1218,18,"Mora, Jhayco",512,10,11,1134714,Argentina_limpio.csv
1219,19,Rusherking,Loba,20,2,1128635,Argentina_limpio.csv
1220,20,"Bizarrap, L-Gante","L-Gante: Bzrp Music Sessions, Vol.38",1,18,1120695,Argentina_limpio.csv
1221,21,"Trueno, Duki",PANAMÁ,11,5,1075403,Argentina_limpio.csv
1222,22,"Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK",Además de Mí - Remix,1,18,1069787,Argentina_limpio.csv
1223,23,"KAROL G, Mariah Angeliq",EL MAKINON,13,15,978690,Argentina_limpio.csv
1224,24,"Big Apple, Omar Varela",Que a Pasao,24,8,939926,Argentina_limpio.csv
1225,25,"Duki, Bizarrap",Malbec,10,11,909839,Argentina_limpio.csv
1226,26,LIT killah,California,21,3,841372,Argentina_limpio.csv
1227,27,"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),10,23,830857,Argentina_limpio.csv
1228,28,Maria Becerra,Acaramelao,6,19,816631,Argentina_limpio.csv
1229,29,Olivia Rodrigo,good 4 u,16,8,802164,Argentina_limpio.csv
1230,30,"FMK, Tiago PZK",Prende la Cámara,31,1,797867,Argentina_limpio.csv
1231,31,"Bizarrap, Snow Tha Product","Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,11,796868,Argentina_limpio.csv
1232,32,"KHEA, Duki",WACHA,2,14,792888,Argentina_limpio.csv
1233,33,Myke Towers,Explícito,18,22,792395,Argentina_limpio.csv
1234,34,"L-Gante, DT.Bilardo, El Mas Ladron, Damas Gratis",Pistola Remix,13,12,790162,Argentina_limpio.csv
1235,35,"NATTI NATASHA, Becky G",Ram Pam Pam,36,10,783245,Argentina_limpio.csv
1236,36,Lil Nas X,MONTERO (Call Me By Your Name),22,15,704787,Argentina_limpio.csv
1237,37,"Damas Gratis, L-Gante, Marita",Perrito Malvado,14,12,695323,Argentina_limpio.csv
1238,38,Sech,Sal y Perrea,28,9,694184,Argentina_limpio.csv
1239,39,"Rochy RD, Myke Towers, Nicki Nicole",Ella No Es Tuya - Remix,1,22,693252,Argentina_limpio.csv
1240,40,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,4,32,661380,Argentina_limpio.csv
1241,41,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,42,2,658558,Argentina_limpio.csv
1242,42,"Myke Towers, Juhn",Bandido,1,30,637747,Argentina_limpio.csv
1243,43,Sech,911,9,22,624340,Argentina_limpio.csv
1244,44,"Papu DJ, L-Gante",L-Gante: RKT SESSIONS #1,1,32,619409,Argentina_limpio.csv
1245,45,"Bad Bunny, Jhayco",DÁKITI,1,36,618531,Argentina_limpio.csv
1246,46,"Los Legendarios, Wisin, Jhayco",Fiel,1,21,593084,Argentina_limpio.csv
1247,47,"Nio Garcia, Flow La Movie",AM,2,16,573000,Argentina_limpio.csv
1248,48,Luck Ra,Te Mentiría,26,20,570947,Argentina_limpio.csv
1249,49,"Rauw Alejandro, Anuel AA",Reloj,11,37,559199,Argentina_limpio.csv
1250,50,"Alex Rose, Rauw Alejandro",Me Fije,49,15,506305,Argentina_limpio.csv
1251,51,"Cazzu, Justin Quiles",Dime Dónde,52,3,479113,Argentina_limpio.csv
1252,52,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),11,16,477137,Argentina_limpio.csv
1253,53,Boza,Hecha Pa' Mi,5,33,470397,Argentina_limpio.csv
1254,54,"Mariah Angeliq, Bad Gyal, Maria Becerra",BOBO,55,2,456787,Argentina_limpio.csv
1255,55,"Mau y Ricky, Sebastian Yatra, Mora",3 de La Mañana - con Sebastián Yatra & Mora,56,3,451153,Argentina_limpio.csv
1256,56,Måneskin,I WANNA BE YOUR SLAVE,57,4,443062,Argentina_limpio.csv
1257,57,"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),57,11,415050,Argentina_limpio.csv
1258,58,"Nicki Nicole, Lunay",No Toque Mi Naik,29,15,414606,Argentina_limpio.csv
1259,59,Rauw Alejandro,Sexo Virtual,60,2,413460,Argentina_limpio.csv
1260,60,Olivia Rodrigo,deja vu,35,14,412604,Argentina_limpio.csv
1261,61,Daddy Yankee,PROBLEMA,33,19,411887,Argentina_limpio.csv
1262,62,Boza,Ella,63,10,403275,Argentina_limpio.csv
1263,63,BTS,Butter,23,7,402792,Argentina_limpio.csv
1264,64,Dillom,OPA,42,6,402228,Argentina_limpio.csv
1265,65,Maluma,Hawái,1,49,394547,Argentina_limpio.csv
1266,66,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),44,36,392618,Argentina_limpio.csv
1267,67,"Nicki Nicole, Dread Mar I, Bizarrap",Verte,17,30,382299,Argentina_limpio.csv
1268,68,"L-Gante, Fidel Nadal, DT.Bilardo",International Love 420,46,7,377146,Argentina_limpio.csv
1269,69,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",No Te Enamores - Remix,25,26,375586,Argentina_limpio.csv
1270,70,"L-Gante, DT.Bilardo, Omar Varela, Dillom",Tinty Nasty,32,17,375564,Argentina_limpio.csv
1271,71,La K'onga,El Mismo Aire,46,30,364977,Argentina_limpio.csv
1272,72,Justin Quiles,Ponte Pa' Mi,21,33,362950,Argentina_limpio.csv
1273,73,Olivia Rodrigo,traitor,56,7,361604,Argentina_limpio.csv
1274,74,"Camilo, El Alfa",BEBÉ,6,32,361482,Argentina_limpio.csv
1275,75,"Migrantes, Alico",Si Me Tomo Una Cerveza,2,34,361398,Argentina_limpio.csv
1276,76,Ed Sheeran,Bad Habits,77,2,353625,Argentina_limpio.csv
1277,77,"Doja Cat, SZA",Kiss Me More (feat. SZA),62,12,353603,Argentina_limpio.csv
1278,78,Olivia Rodrigo,drivers license,23,26,351711,Argentina_limpio.csv
1279,79,"Ozuna, J Balvin, Chencho Corleone",Una Locura,11,44,351313,Argentina_limpio.csv
1280,80,"Maria Becerra, Cazzu",Animal,6,26,347772,Argentina_limpio.csv
1281,81,Fer Palacio,Previa y Cachengue 40 - Remix,78,6,347284,Argentina_limpio.csv
1282,82,"Sebastian Yatra, Guaynaa",Chica Ideal,7,38,343249,Argentina_limpio.csv
1283,83,Olivia Rodrigo,favorite crime,69,7,342494,Argentina_limpio.csv
1284,84,Olivia Rodrigo,"jealousy, jealousy",81,7,339716,Argentina_limpio.csv
1285,85,CNCO,Tan Enamorados,38,32,338809,Argentina_limpio.csv
1286,86,"Maria Becerra, Rusherking",Confiesalo,17,34,336957,Argentina_limpio.csv
1287,87,"Papichamp, L-Gante, Blunted Vato, ECKO",Combi Nueva,88,20,335054,Argentina_limpio.csv
1288,88,"Lunay, Anitta",TODO O NADA,83,5,332168,Argentina_limpio.csv
1289,89,"Rauw Alejandro, Camilo",Tattoo - Remix with Camilo,2,52,327544,Argentina_limpio.csv
1290,90,"Bizarrap, NATHY PELUSO","Nathy Peluso: Bzrp Music Sessions, Vol. 36",5,32,327416,Argentina_limpio.csv
1291,91,KAROL G,BICHOTA,2,37,326545,Argentina_limpio.csv
1292,92,Harry Styles,Watermelon Sugar,17,69,322850,Argentina_limpio.csv
1293,93,Pablo Alborán,Saturno,79,7,321792,Argentina_limpio.csv
1294,94,"Jossef, Jamby El Favo, Eix",Persia - Remix,93,7,320892,Argentina_limpio.csv
1295,95,"Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie",Travesuras - Remix,40,17,319578,Argentina_limpio.csv
1296,96,"Nestor En Bloque, L-Gante, John C, Perro Primo, Papichamp, El Pesa 9",Remake,78,4,318524,Argentina_limpio.csv
1297,97,Olivia Rodrigo,happier,65,7,309239,Argentina_limpio.csv
1298,98,The Weeknd,Blinding Lights,15,79,307719,Argentina_limpio.csv
1299,99,Camilo,Vida de Rico,2,42,307186,Argentina_limpio.csv
1300,100,"Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",Aloha,64,17,306869,Argentina_limpio.csv
1301,101,"Maria Becerra, TINI, Lola Indigo",High (Remix),2,44,304980,Argentina_limpio.csv
1302,102,Boza,En La Luna,103,2,302995,Argentina_limpio.csv
1303,103,Tiago PZK,Házmelo,50,6,298643,Argentina_limpio.csv
1304,104,"Camilo, Evaluna Montaner",Machu Picchu,22,19,298205,Argentina_limpio.csv
1305,105,Dua Lipa,Don't Start Now,12,88,297310,Argentina_limpio.csv
1306,106,"L-Gante, El Mas Ladron, DT.Bilardo",Pistola,16,28,297310,Argentina_limpio.csv
1307,107,"Crissin, Totoy El Frio, Natan & Shander",Poblado,19,9,294407,Argentina_limpio.csv
1308,108,"Duki, YSY A, Rei",Pintao,23,11,294250,Argentina_limpio.csv
1309,109,"Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL",Mamichula - con Nicki Nicole,1,50,291301,Argentina_limpio.csv
1310,110,Airbag,Por Mil Noches,95,77,288795,Argentina_limpio.csv
1311,111,"Locura Mix, Kaleb Di Masi",Turraka - Remix,112,2,282774,Argentina_limpio.csv
1312,112,"Carlos Vives, Ricky Martin",Canción Bonita,96,11,282766,Argentina_limpio.csv
1313,113,Kali Uchis,telepatía,17,20,280870,Argentina_limpio.csv
1314,114,"Lola Indigo, TINI, Belinda",La Niña de la Escuela,115,1,278974,Argentina_limpio.csv
1315,115,"Arcángel, Jay Wheeler, Miky Woodz",Si Te Veo,100,8,278404,Argentina_limpio.csv
1316,116,Luis Alberto Spinetta,Seguir Viviendo Sin Tu Amor,75,181,276783,Argentina_limpio.csv
1317,117,"Nicky Jam, Romeo Santos",Fan de Tus Fotos,61,21,276556,Argentina_limpio.csv
1318,118,La K'onga,Te Mentiría,101,7,274797,Argentina_limpio.csv
1319,119,"Emilia, Boza",Perreito Salvaje,77,7,272118,Argentina_limpio.csv
1320,120,Intoxicados,Nunca quise,68,232,270537,Argentina_limpio.csv
1321,121,"Asan, Bhavi, YSY A, Neo Pistea, Midel, Rei, Zecca","Teca (Remix) [feat. Neo Pistea, Midel, Rei & Zecca]",35,6,270518,Argentina_limpio.csv
1322,122,"Migrantes, Nico Valdi",Lado Triste,117,4,269492,Argentina_limpio.csv
1323,123,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,62,18,265916,Argentina_limpio.csv
1324,124,Ciro y los Persas,Me Gusta,71,231,262748,Argentina_limpio.csv
1325,125,Bad Bunny,TE MUDASTE,28,32,262622,Argentina_limpio.csv
1326,126,"Eich, KHEA, Duki, Marlku",Sexy (feat. Marlku),127,1,261024,Argentina_limpio.csv
1327,127,"Juhn, Jay Wheeler",Fragancia,118,6,259594,Argentina_limpio.csv
1328,128,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY) (Feat. Tainy),22,50,256024,Argentina_limpio.csv
1329,129,Olivia Rodrigo,brutal,55,7,255344,Argentina_limpio.csv
1330,130,"Nicky Jam, Myke Towers",Polvo,21,33,254966,Argentina_limpio.csv
1331,131,"Manuel Turizo, Justin Quiles, Dalex",Cosas Malas,132,9,251289,Argentina_limpio.csv
1332,132,"Justin Quiles, Chimbala, Zion & Lennox",Loco,133,3,250157,Argentina_limpio.csv
1333,133,WOS,MELÓN VINO,7,67,248621,Argentina_limpio.csv
1334,134,Camilo,Millones,71,14,247044,Argentina_limpio.csv
1335,135,Ciro y los Persas,Mírenla,90,97,243214,Argentina_limpio.csv
1336,136,"L-Gante, DT.Bilardo",Tu Reo,122,3,240692,Argentina_limpio.csv
1337,137,"Fer Palacio, DJ Alex, Santiago Saez",Ya No Más,10,116,239348,Argentina_limpio.csv
1338,138,"Rauw Alejandro, J Balvin",De Cora <3,37,34,239145,Argentina_limpio.csv
1339,139,"Manuel Turizo, Rauw Alejandro, Myke Towers",La Nota,9,39,236587,Argentina_limpio.csv
1340,140,Sech,PSL,141,1,235914,Argentina_limpio.csv
1341,141,"Reik, Maluma",Perfecta,135,6,235621,Argentina_limpio.csv
1342,142,Andrés Calamaro,Flaca,102,154,234927,Argentina_limpio.csv
1343,143,"J Balvin, Skrillex",In Da Getto,144,1,234471,Argentina_limpio.csv
1344,144,Gustavo Cerati,Crimen,91,237,233876,Argentina_limpio.csv
1345,145,"El Reja, Lira",Bésame,2,39,229639,Argentina_limpio.csv
1346,146,"C. Tangana, Niño de Elche, La Húngara",Tú Me Dejaste De Querer,51,34,223094,Argentina_limpio.csv
1347,147,"L-Gante, DT.Bilardo",Malianteo 420,37,26,222101,Argentina_limpio.csv
1348,148,"Ozuna, Camilo",Despeinada,7,44,222032,Argentina_limpio.csv
1349,149,BTS,Dynamite,35,46,221746,Argentina_limpio.csv
1350,150,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,4,55,218892,Argentina_limpio.csv
1351,151,"Lyanno, Rauw Alejandro, Lenny Tavárez, Maria Becerra",En Tu Cuerpo - Remix,18,44,217873,Argentina_limpio.csv
1352,152,Los Abuelos De La Nada,Mil Horas,117,159,216382,Argentina_limpio.csv
1353,153,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",Relación - Remix,3,44,214192,Argentina_limpio.csv
1354,154,"L-Gante, Homer El Mero Mero, DT.Bilardo",Titubeo,48,24,211689,Argentina_limpio.csv
1355,155,Divididos,Spaghetti del Rock,87,235,210854,Argentina_limpio.csv
1356,156,Soda Stereo,Trátame Suavemente - Remasterizado 2007,102,220,209575,Argentina_limpio.csv
1357,157,"Bizarrap, YSY A","YSY A: Bzrp Music Sessions, Vol. 37",7,24,207905,Argentina_limpio.csv
1358,158,Farruko,La Tóxica,5,49,207187,Argentina_limpio.csv
1359,159,"KEVIN ROLDAN, Bryant Myers, Lyanno",HASTA ABAJO,45,27,206828,Argentina_limpio.csv
1360,160,Pappo,Juntos a la Par,113,139,203716,Argentina_limpio.csv
1361,161,Paulo Londra,Tal Vez,1,86,202931,Argentina_limpio.csv
1362,162,"Manuel Turizo, Maluma",Amor en Coma,115,13,201873,Argentina_limpio.csv
1363,163,"Doja Cat, The Weeknd",You Right,164,1,201744,Argentina_limpio.csv
1364,164,Rauw Alejandro,Aquel Nap ZzZz,165,1,200208,Argentina_limpio.csv
1365,165,Turf,Pasos Al Costado,105,179,200131,Argentina_limpio.csv
1366,166,Los Tipitos,Campanas en la Noche,128,126,199817,Argentina_limpio.csv
1367,167,"Blessd, Maluma",IMPOSIBLE - REMIX,135,4,197772,Argentina_limpio.csv
1368,168,Dua Lipa,Break My Heart,33,67,197627,Argentina_limpio.csv
1369,169,Airbag,Cae el Sol,151,5,197584,Argentina_limpio.csv
1370,170,"Cazzu, Alan Gomez",TURRA,45,16,197533,Argentina_limpio.csv
1371,171,Patricio Rey y sus Redonditos de Ricota,Un Poco de Amor Francés,125,94,197037,Argentina_limpio.csv
1372,172,Callejeros,Creo,95,237,196967,Argentina_limpio.csv
1373,173,"Jay Wheeler, Myke Towers, Rauw Alejandro, DJ Nelson, Jhayco, Lunay, Kendo Kaponi","La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",58,29,196515,Argentina_limpio.csv
1374,174,J Balvin,Tu Veneno,64,14,195624,Argentina_limpio.csv
1375,175,The Police,Every Breath You Take,140,66,195324,Argentina_limpio.csv
1376,176,"La Joaqui, L-Gante",Lassie,72,14,193988,Argentina_limpio.csv
1377,177,Soda Stereo,De Música Ligera - Remasterizado 2007,158,31,193818,Argentina_limpio.csv
1378,178,"Reik, Farruko, Camilo",Si Me Dices Que Sí,30,72,192759,Argentina_limpio.csv
1379,179,"Jhayco, Bad Bunny",CÓMO SE SIENTE - Remix,56,42,192663,Argentina_limpio.csv
1380,180,"Miley Cyrus, Dua Lipa",Prisoner (feat. Dua Lipa),56,33,192590,Argentina_limpio.csv
1381,181,"FMK, Maria Becerra, Beret",AYNEA REMIX,116,26,191953,Argentina_limpio.csv
1382,182,Piso 21,Tan Bonita,183,5,187862,Argentina_limpio.csv
1383,183,Dua Lipa,Levitating,100,14,187726,Argentina_limpio.csv
1384,184,WOS,QUE SE MEJOREN,104,2,187282,Argentina_limpio.csv
1385,185,"Ptazeta, Farina, Juacko",Trakatá,146,4,186845,Argentina_limpio.csv
1386,186,Abel Pintos,Oncemil,78,173,186364,Argentina_limpio.csv
1387,187,Harry Styles,Adore You,47,83,185905,Argentina_limpio.csv
1388,188,Måneskin,ZITTI E BUONI,189,1,185454,Argentina_limpio.csv
1389,189,Paulo Londra,Adan y Eva,1,89,184300,Argentina_limpio.csv
1390,190,Dua Lipa,Love Again,136,3,183857,Argentina_limpio.csv
1391,191,"J Balvin, Bad Bunny",LA CANCIÓN,7,74,183820,Argentina_limpio.csv
1392,192,Mancha De Rolando,Arde la Ciudad,139,61,182212,Argentina_limpio.csv
1393,193,WOS,ALMA DINAMITA,28,16,180638,Argentina_limpio.csv
1394,194,"Becky G, El Alfa",FULANITO,195,1,180390,Argentina_limpio.csv
1395,195,"TINI, Alejandro Sanz",Un Beso en Madrid,39,30,179275,Argentina_limpio.csv
1396,196,Danny Ocean,Me Rehúso,1,136,179213,Argentina_limpio.csv
1397,197,KAROL G,"Ay, DiOs Mío!",6,51,179167,Argentina_limpio.csv
1398,198,Bad Bunny,A Tu Merced,136,6,179095,Argentina_limpio.csv
1399,199,Duki,Chico Estrella,19,17,178855,Argentina_limpio.csv
1400,0,Bad Bunny,Yonaguni,1,5,3188212,Chile_limpio.csv
1401,1,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,2,2,2609105,Chile_limpio.csv
1402,2,"J Balvin, Maria Becerra",Qué Más Pues?,3,6,2300487,Chile_limpio.csv
1403,3,Rauw Alejandro,Todo De Ti,1,7,2181665,Chile_limpio.csv
1404,4,"Bizarrap, Nicky Jam","Nicky Jam: Bzrp Music Sessions, Vol. 41",5,2,1807003,Chile_limpio.csv
1405,5,"Wisin, Jhayco, Anuel AA, Los Legendarios, Myke Towers",Fiel - Remix,4,4,1637006,Chile_limpio.csv
1406,6,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",Poblado - Remix,6,3,1560817,Chile_limpio.csv
1407,7,"Sebastian Yatra, Myke Towers",Pareja Del Año,2,12,1369350,Chile_limpio.csv
1408,8,"Galee Galee, Harry Nach, Pablo Chill-E",Big Cut,9,2,1247507,Chile_limpio.csv
1409,9,"Rauw Alejandro, Mr. Naisgai",2/Catorce,5,16,1243950,Chile_limpio.csv
1410,10,"TINI, Maria Becerra",Miénteme,9,10,1134972,Chile_limpio.csv
1411,11,Måneskin,Beggin',12,3,1073282,Chile_limpio.csv
1412,12,"Mora, Jhayco",512,11,22,1065675,Chile_limpio.csv
1413,13,"KAROL G, Mariah Angeliq",EL MAKINON,5,15,1052809,Chile_limpio.csv
1414,14,Sech,911,2,22,981986,Chile_limpio.csv
1415,15,"Bad Bunny, Jhayco",DÁKITI,1,36,919761,Chile_limpio.csv
1416,16,Sech,Sal y Perrea,12,12,900121,Chile_limpio.csv
1417,17,"Los Legendarios, Wisin, Jhayco",Fiel,1,22,870325,Chile_limpio.csv
1418,18,"Myke Towers, Juhn",Bandido,1,30,835935,Chile_limpio.csv
1419,19,"Jossef, Jamby El Favo, Eix",Persia - Remix,19,10,828643,Chile_limpio.csv
1420,20,"Arcángel, Jay Wheeler, Miky Woodz",Si Te Veo,16,9,808856,Chile_limpio.csv
1421,21,Myke Towers,Explícito,6,29,782716,Chile_limpio.csv
1422,22,"Gera MX, Christian Nodal",Botella Tras Botella,9,11,705429,Chile_limpio.csv
1423,23,"NATTI NATASHA, Becky G",Ram Pam Pam,24,11,694099,Chile_limpio.csv
1424,24,"Alex Rose, Rauw Alejandro",Me Fije,25,16,684828,Chile_limpio.csv
1425,25,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,2,32,651488,Chile_limpio.csv
1426,26,"Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie",Travesuras - Remix,11,17,635707,Chile_limpio.csv
1427,27,"MYA, TINI, Duki",2:50 Remix,28,3,629336,Chile_limpio.csv
1428,28,Rauw Alejandro,Aquel Nap ZzZz,29,2,627943,Chile_limpio.csv
1429,29,"Pailita, Marcianeke",Dimelo Ma,30,9,624011,Chile_limpio.csv
1430,30,"Lunay, Anitta",TODO O NADA,27,7,623151,Chile_limpio.csv
1431,31,"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),12,23,606893,Chile_limpio.csv
1432,32,"Nio Garcia, Flow La Movie",AM,2,16,601387,Chile_limpio.csv
1433,33,"Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",Aloha,24,18,596900,Chile_limpio.csv
1434,34,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",No Te Enamores - Remix,8,33,594750,Chile_limpio.csv
1435,35,Olivia Rodrigo,good 4 u,18,8,594694,Chile_limpio.csv
1436,36,Rauw Alejandro,Sexo Virtual,37,2,578486,Chile_limpio.csv
1437,37,"Balbi El Chamako, Marcianeke, El BAI",Ponle,38,1,575671,Chile_limpio.csv
1438,38,"Marcianeke, Crismj",Tussi Code Mari,39,10,557025,Chile_limpio.csv
1439,39,"Rochy RD, Myke Towers, Nicki Nicole",Ella No Es Tuya - Remix,4,22,533485,Chile_limpio.csv
1440,40,"Bizarrap, Eladio Carrion","Eladio Carrion: Bzrp Music Sessions, Vol. 40",26,4,530584,Chile_limpio.csv
1441,41,Bad Bunny,TE MUDASTE,3,32,513418,Chile_limpio.csv
1442,42,Boza,Hecha Pa' Mi,3,33,512687,Chile_limpio.csv
1443,43,"Juhn, Jay Wheeler",Fragancia,35,8,512081,Chile_limpio.csv
1444,44,"El Futuro Fuera De Orbita, Harry Nach, La Nevula23 Productor",Juju Juju,6,22,501788,Chile_limpio.csv
1445,45,"BANDIDO, Duki, Rei, Tiago PZK","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",46,3,500025,Chile_limpio.csv
1446,46,Bad Bunny,A Tu Merced,10,71,496087,Chile_limpio.csv
1447,47,"Nicky Jam, Romeo Santos",Fan de Tus Fotos,20,21,493585,Chile_limpio.csv
1448,48,Ak4:20,Skyline,16,29,484833,Chile_limpio.csv
1449,49,"El Alfa, El Cherry Scom, CJ",La Mamá de la Mamá,18,11,479443,Chile_limpio.csv
1450,50,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,51,2,471180,Chile_limpio.csv
1451,51,"Rauw Alejandro, Anuel AA",Reloj,4,37,464417,Chile_limpio.csv
1452,52,"Ozuna, J Balvin, Chencho Corleone",Una Locura,2,44,443536,Chile_limpio.csv
1453,53,"KAROL G, Wisin & Yandel, Nicky Jam, Ivy Queen, Zion, Alberto Stylee",LEYENDAS,32,15,425244,Chile_limpio.csv
1454,54,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,29,18,415547,Chile_limpio.csv
1455,55,Bad Bunny,De Museo,56,1,409811,Chile_limpio.csv
1456,56,Lil Nas X,MONTERO (Call Me By Your Name),38,15,404470,Chile_limpio.csv
1457,57,"Bizarrap, L-Gante","L-Gante: Bzrp Music Sessions, Vol.38",32,17,402814,Chile_limpio.csv
1458,58,Pablo Alborán,Saturno,49,48,396106,Chile_limpio.csv
1459,59,"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),50,11,395771,Chile_limpio.csv
1460,60,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),15,16,395250,Chile_limpio.csv
1461,61,Daddy Yankee,PROBLEMA,15,19,381105,Chile_limpio.csv
1462,62,BTS,Butter,18,7,378999,Chile_limpio.csv
1463,63,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),47,36,378727,Chile_limpio.csv
1464,64,Justin Quiles,Ponte Pa' Mi,12,33,378417,Chile_limpio.csv
1465,65,"Doja Cat, SZA",Kiss Me More (feat. SZA),52,13,377382,Chile_limpio.csv
1466,66,Boza,Ella,67,10,370167,Chile_limpio.csv
1467,67,"Justin Quiles, Chimbala, Zion & Lennox",Loco,68,7,366589,Chile_limpio.csv
1468,68,Olivia Rodrigo,deja vu,42,14,366163,Chile_limpio.csv
1469,69,Ak4:20,Siempre Fine,8,16,360106,Chile_limpio.csv
1470,70,"Jhayco, Bad Bunny",CÓMO SE SIENTE - Remix,1,61,359696,Chile_limpio.csv
1471,71,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY) (Feat. Tainy),4,50,358896,Chile_limpio.csv
1472,72,Olivia Rodrigo,traitor,70,7,345833,Chile_limpio.csv
1473,73,Måneskin,I WANNA BE YOUR SLAVE,74,3,343808,Chile_limpio.csv
1474,74,"Manuel Turizo, Wisin & Yandel",Mala Costumbre,30,26,338697,Chile_limpio.csv
1475,75,Maluma,Hawái,1,49,333946,Chile_limpio.csv
1476,76,The Weeknd,Blinding Lights,13,80,331656,Chile_limpio.csv
1477,77,Olivia Rodrigo,favorite crime,78,7,329494,Chile_limpio.csv
1478,78,KAROL G,BICHOTA,2,37,325755,Chile_limpio.csv
1479,79,"Crissin, Totoy El Frio, Natan & Shander",Poblado,8,10,322035,Chile_limpio.csv
1480,80,"Nicky Jam, Myke Towers",Polvo,7,33,311493,Chile_limpio.csv
1481,81,"Pablo Chill-E, Julianno Sosa",Deseos,69,4,310959,Chile_limpio.csv
1482,82,"Carlos Vives, Ricky Martin",Canción Bonita,83,12,310094,Chile_limpio.csv
1483,83,Olivia Rodrigo,drivers license,30,26,300601,Chile_limpio.csv
1484,84,"Bad Bunny, Daddy Yankee",La Santa,3,71,299097,Chile_limpio.csv
1485,85,"KEVIN ROLDAN, Bryant Myers, Lyanno",HASTA ABAJO,17,58,295329,Chile_limpio.csv
1486,86,Kali Uchis,telepatía,12,22,294094,Chile_limpio.csv
1487,87,"Manuel Turizo, Rauw Alejandro, Myke Towers",La Nota,3,39,292070,Chile_limpio.csv
